ElementName,s,betax,betay,alphax,alphay,etax,etay,xAperture,yAperture,xmin,xmax,ymin,ymax,sigma_x,sigma_y,Particles,Cx,Cy,Charge,ElementCodes
LL4L5,5.668034999999992,1655.242643247011,1309595.039691054,-3209.828058144469,705654.7041396381,1.94992447209884,-0.1319769627394497,0.0,0.0,,,,,,,14,-4.255626150257522,2.7301724858931613,1.512e-13,10
LL4L5,5.718972499999992,1998.394049195823,1238693.024911672,-3526.886659869021,686286.6903022178,2.138449742330331,-0.1244976809130346,0.0,0.0,,,,,,,14,-4.743676894099291,2.658255247587515,1.512e-13,10
LL4L5,5.769909999999991,2373.845800195324,1169764.126541977,-3843.945261593572,666918.6764647977,2.326975012561823,-0.1170183990866195,0.0,0.0,,,,,,,13,-3.609316850621019,3.188156521681293,1.4040000000000001e-13,10
LL4L5,5.820847499999991,2781.597896245513,1102808.34458197,-4161.003863318124,647550.6626273775,2.515500282793314,-0.1095391172602044,0.0,0.0,,,,,,,12,-2.740131915635648,1.941541465799219,1.296e-13,10
LL4L5,5.871784999999991,3221.650337346391,1037825.679031649,-4478.062465042675,628182.6487899574,2.704025553024806,-0.1020598354337893,0.0,0.0,,,,,,,11,-5.446725673361628,1.072853097746007,1.188e-13,10
LL4L5,5.922722499999991,3694.003123497958,974816.1298910156,-4795.121066767227,608814.6349525371,2.892550823256298,-0.09458055360737416,0.0,0.0,,,,,,,11,-5.880390662797903,1.045786886906054,1.188e-13,10
LL4L5,5.973659999999991,4198.656254700214,913779.6971600696,-5112.179668491778,589446.6211151169,3.081076093487789,-0.08710127178095906,0.0,0.0,,,,,,,11,-6.314055652234178,1.018720676066101,1.188e-13,10
LL4L5,6.024597499999991,4735.609730953159,854716.3808388105,-5429.23827021633,570078.6072776967,3.269601363719281,-0.07962198995454395,0.0,0.0,,,,,,,10,-5.190861444439808,-0.09202322421726337,1.0800000000000001e-13,10
LL4L5,6.075534999999991,5304.863552256792,797626.1809272387,-5746.296871940881,550710.5934402765,3.458126633950773,-0.07214270812812884,0.0,0.0,,,,,,,10,-5.527440794100247,-0.08656025885773412,1.0800000000000001e-13,10
LL4L5,6.12647249999999,5906.417718611114,742509.0974253541,-6063.355473665432,531342.5796028562,3.646651904182264,-0.06466342630171373,0.0,0.0,,,,,,,10,-5.864020143760689,-0.08109729349820505,1.0800000000000001e-13,10
LL4L5,6.17740999999999,6540.272230016124,689365.1303331567,-6380.414075389984,511974.565765436,3.835177174413756,-0.05718414447529863,0.0,0.0,,,,,,,10,-6.2005994934211275,-0.07563432813867597,1.0800000000000001e-13,10
LL4L5,6.22834749999999,7206.427086471823,638194.2796506464,-6697.472677114535,492606.5519280158,4.023702444645248,-0.04970486264888352,0.0,0.0,,,,,,,9,-10.04681201423683,0.4753344830618107,9.72e-14,10
LL4L5,6.27928499999999,7904.882287978211,588996.5453778233,-7014.531278839087,473238.5380905956,4.21222771487674,-0.04222558082246841,0.0,0.0,,,,,,,8,-8.681381476249323,0.4492351865557798,8.64e-14,10
LL4L5,6.33022249999999,8635.637834535286,541771.9275146874,-7331.589880563638,453870.5242531754,4.400752985108231,-0.0347462989960533,0.0,0.0,,,,,,,7,-6.801010918456312,1.200391471549123,7.56e-14,10
LL4L5,6.38115999999999,9398.69372614305,496520.4260612388,-7648.648482288189,434502.5104157552,4.589278255339723,-0.0272670171696382,0.0,0.0,,,,,,,7,-7.12189122968075,1.156709010809962,7.56e-14,10
Q1L3,6.42615999999999,9705.535106773868,477513.2121708459,922.253053202968,-6433.1520498269,4.662095367923055,-0.02186044970550215,0.0,0.0,,,,,,,7,-7.26426465446617,1.140447881291511,7.56e-14,30
Q1L3,6.47115999999999,9237.134160711945,497709.9127756461,9345.75570132976,-448425.1306454316,4.546751654872527,-0.01871661185065,0.0,0.0,,,,,,,7,-7.122601335564265,1.168711765802679,7.56e-14,30
Q1L3,6.51615999999999,8068.35296409806,560426.8027680794,16275.57504076925,-964047.9973250604,4.247902394615765,-0.01773651406736865,0.0,0.0,,,,,,,7,-6.702375008209966,1.242603497910779,7.56e-14,30
Q1L3,6.561159999999989,6385.991709520312,675961.9229857865,20604.1542499723,-1637966.430750693,3.777609095543148,-0.01896611429764611,0.0,0.0,,,,,,,7,-6.019787081267546,1.365007332392004,7.56e-14,30
LL5M3,6.606159999999989,4666.236796973174,831416.2500454584,17612.62158440855,-1816574.170575353,3.227378042449127,-0.02135291092188053,0.0,0.0,,,,,,,7,-5.213988164474202,1.513093963562914,7.56e-14,11
LL5M3,6.651159999999989,3215.719824326774,1002945.27368935,14621.0889188448,-1995181.910400014,2.677146989355107,-0.02373970754611494,0.0,0.0,,,,,,,7,-4.408189247680856,1.661180594733824,7.56e-14,11
LL5M3,6.696159999999989,2034.440791581111,1190548.993917461,11629.55625328104,-2173789.650224674,2.126915936261086,-0.02612650417034936,0.0,0.0,,,,,,,7,-3.602390330887515,1.809267225904734,7.56e-14,11
LL5M3,6.741159999999989,1122.399698736186,1394227.410729791,8638.023587717293,-2352397.390049335,1.576684883167066,-0.02851330079458378,0.0,0.0,,,,,,,7,-2.7965914140941712,1.9573538570756428,7.56e-14,11
LL5M3,6.786159999999989,479.5965457919982,1613980.524126341,5646.49092215354,-2531005.129873995,1.026453830073045,-0.0309000974188182,0.0,0.0,,,,,,,7,-1.990792497300828,2.105440488246554,7.56e-14,11
MBH,6.786159999999989,479.5965457919982,1613980.524126341,5646.49092215354,-2531005.129873995,1.026453830073045,-0.0309000974188182,0.0,0.0,,,,,,,5,-1.9748557612018292,2.5011248442918133,5.4000000000000003e-14,22
BM3,6.834942222222211,86.64428631736843,1870145.948072311,2405.547749992201,-2722708.664877352,0.4299806361501817,-0.06963673661147819,0.0,0.0,,,,,,,5,-1.192475098035441,2.6939090939381014,5.4000000000000003e-14,2
BM3,6.883724444444433,11.02763542988943,2145618.782960793,-858.5499943438793,-2916350.400555456,-0.1721854945576764,-0.1058879967896863,0.0,0.0,,,,,,,5,-0.4222429146100315,2.886604544925262,5.4000000000000003e-14,2
BM3,6.932506666666655,254.2053076376373,2440018.569245484,-4115.989015570587,-3109997.123098067,-0.7763225390193603,-0.1395841876940141,0.0,0.0,,,,,,,4,-0.031220219713163133,0.7116089282590938,4.32e-14,2
BM3,6.981288888888877,814.3279965674662,2753342.9294754,-7341.97626595327,-3303646.529768563,-1.381264340140869,-0.1707189544551201,0.0,0.0,,,,,,,4,0.6140035845920557,0.7557550872661571,4.32e-14,2
BM3,7.030071111111099,1687.099972055456,3085588.576914078,-10511.95842740195,-3497296.312607157,-1.985843064181624,-0.1992908863620915,0.0,0.0,,,,,,,4,1.21355378067642,0.7999309911494763,4.32e-14,2
BM3,7.078853333333321,2865.812344556676,3436751.321269929,-13601.81033515395,-3690944.162885963,-2.5888915787431,-0.2253035201931041,0.0,0.0,,,,,,,4,1.766671490320213,0.8441334851173061,4.32e-14,2
BM3,7.127635555555544,4341.395337960063,3806826.07706947,-16588.02009539735,-3884587.775565947,-3.189245829342616,-0.2487653334720579,0.0,0.0,,,,,,,4,2.2726930460137518,0.888359381628266,4.32e-14,2
BM3,7.176417777777766,6102.489150162105,4195806.874655931,-19447.86945302286,-4078224.853746677,-3.785747208793329,-0.2696897276642212,0.0,0.0,,,,,,,4,2.7310484754724063,0.9326054642802196,4.32e-14,2
BM3,7.225199999999988,8135.532827816939,4603686.873788395,-22159.60800346719,-4271853.113099806,-4.377244913635781,-0.2880950013483869,0.0,0.0,,,,,,,4,3.1412597708309526,0.9768684916591024,4.32e-14,2
BM3,7.27398222222221,10424.8704337334,5030458.379809308,-24702.61989172737,-4465470.286277268,-4.962598281911434,-0.3040043134273936,0.0,0.0,,,,,,,4,3.502938964772701,1.021145201157321,4.32e-14,2
BM3,7.322764444444432,12952.87364375431,5476112.862341053,-27057.58170166725,-4659074.127285239,-5.540679106634553,-0.3174456364630143,0.0,0.0,,,,,,,4,3.815786036474944,1.0654323127717131,4.32e-14,2
BM3,7.371546666666654,15700.07977588919,5940640.976465146,-29206.61030919465,-4852662.415814948,-6.110373919404813,-0.3284517002450727,0.0,0.0,,,,,,,3,0.7273631494523318,-2.4366817700478838,3.2400000000000006e-14,2
BM3,7.420328888888876,18645.34412916321,6424032.586330709,-31133.39955316273,-5046232.961521596,-6.670586238708969,-0.3370599257281247,0.0,0.0,,,,,,,3,0.6481104589244856,-2.533712754178501,3.2400000000000006e-14,2
BM3,7.469111111111098,21766.00539418705,6926276.791132061,-32823.34466725688,-5239783.608242691,-7.220238777584954,-0.3433123494920639,0.0,0.0,,,,,,,2,18.17019290573061,-4.707763277783149,2.16e-14,2
BM3,7.51789333333332,25038.06279284353,7447361.953388655,-34263.65351391313,-5433312.238147309,-7.758275605465311,-0.3472555389054867,0.0,0.0,,,,,,,2,19.09269185913792,-4.881202474349999,2.16e-14,2
BM3,7.566675555555542,28436.36351161403,7987275.72945423,-35443.44376664209,-5626816.775807927,-8.283664259178078,-0.3489404981925073,0.0,0.0,,,,,,,2,19.90247606200043,-5.054514188582311,2.16e-14,2
BM3,7.615457777777764,31934.79891270431,8546005.102175789,-36353.82529911637,-5820295.192186646,-8.795397798261094,-0.348422565624878,0.0,0.0,,,,,,,2,20.59822304128843,-5.227717815250647,2.16e-14,2
BM3,7.664239999999986,35506.50793992206,9123535.860038169,-36987.967157071,-5986388.353796343,-9.343118161442783,-0.3457613020816663,0.0,0.0,,,,,,,2,21.192490471005318,-5.400832920076794,2.16e-14,2
ML,7.664239999999986,35506.50793992206,9123535.860038169,-36987.967157071,-5986388.353796343,-9.343118161442783,-0.3457613020816663,0.0,0.0,,,,,,,2,21.192490471005318,-5.400832920076794,2.16e-14,24
LM3L6,7.715073333333319,39366.51705740255,9742301.956216505,-38946.63843270902,-6186059.439875819,-9.854444686695167,-0.3154964773469959,0.0,0.0,,,,,,,2,21.7481648893004,-5.582399549877141,2.16e-14,18
LM3L6,7.765906666666653,43425.6577545729,10381367.94614625,-40905.30970834704,-6385730.525955294,-10.36577121194755,-0.2852316526123256,0.0,0.0,,,,,,,1,19.88402253207958,-7.042619534783384,1.08e-14,18
LM3L6,7.816739999999986,47683.93003143312,11040733.82982741,-42863.98098398506,-6585401.61203477,-10.87709773719994,-0.2549668278776552,0.0,0.0,,,,,,,1,20.02969093503783,-7.266305177581525,1.08e-14,18
LM3L6,7.867573333333319,52141.3338879832,11720399.60725999,-44822.65225962309,-6785072.698114245,-11.38842426245232,-0.2247020031429849,0.0,0.0,,,,,,,1,20.17535933799609,-7.489990820379665,1.08e-14,18
LM3L6,7.918406666666653,56797.86932422315,12420365.27844398,-46781.32353526111,-6984743.784193721,-11.8997507877047,-0.1944371784083145,0.0,0.0,,,,,,,1,20.32102774095435,-7.713676463177806,1.08e-14,18
LM3L6,7.969239999999986,61653.53634015297,13140630.84337938,-48739.99481089913,-7184414.870273196,-12.41107731295709,-0.1641723536736442,0.0,0.0,,,,,,,1,20.46669614391261,-7.9373621059759465,1.08e-14,18
Q1L2,8.014239999999987,63536.19077020074,14352309.43841492,7469.556883699349,-20104302.01972612,-12.60999001140695,-0.1441694951616555,0.0,0.0,,,,,,,1,20.207654245815302,-8.287738006184785,1.08e-14,29
Q1L2,8.059239999999987,60345.02523259709,16857906.60022079,62485.28832480195,-36325292.3207603,-12.29950249277635,-0.1375602226979241,0.0,0.0,,,,,,,1,19.1840420914598,-8.953658116852797,1.08e-14,29
Q1L2,8.104239999999987,52590.06704360266,21068838.48635942,107514.3225750085,-58510853.62975661,-11.49216600599123,-0.1447072339625598,0.0,0.0,,,,,,,1,17.4345883208722,-9.960476585091161,1.08e-14,29
Q1L2,8.149239999999986,41510.75065631585,27676535.24480547,135359.9043354111,-90303829.46771207,-10.22060242794539,-0.1668640905085505,0.0,0.0,,,,,,,1,15.02548429801015,-11.34652679942034,1.08e-14,29
LL6M4,8.20007333333332,28889.71652663784,37618798.13586671,112922.7342812054,-105281670.0285747,-8.539687341751202,-0.2011128792153263,0.0,0.0,,,,,,,1,11.96365438826833,-13.14485206059262,1.08e-14,12
LL6M4,8.250906666666653,18549.79468580409,49083808.15061565,90485.5642269996,-120259510.5894374,-6.858772255557014,-0.235361667922102,0.0,0.0,,,,,,,1,8.901824478526501,-14.9431773217649,1.08e-14,12
LL6M4,8.301739999999986,10490.98513381459,62071565.28905231,68048.39417279382,-135237351.1503001,-5.177857169362825,-0.2696104566288778,0.0,0.0,,,,,,,1,5.839994568784678,-16.74150258293719,1.08e-14,12
LL6M4,8.35257333333332,4713.287870669344,76582069.55117668,45611.22411858806,-150215191.7111627,-3.496942083168637,-0.3038592453356536,0.0,0.0,,,,,,,1,2.7781646590428544,-18.53982784410947,1.08e-14,12
LL6M4,8.403406666666653,1216.702896368352,92615320.93698876,23174.05406438228,-165193032.2720254,-1.816026996974448,-0.3381080340424293,0.0,0.0,,,,,,,1,-0.28366525069897,-20.33815310528175,1.08e-14,12
LL6M4,8.454239999999986,1.230210911613085,110171319.4464885,736.8840101765163,-180170872.8328881,-0.135111910780259,-0.3723568227492051,0.0,0.0,,,,,,,1,-3.345495160440794,-22.136478366454032,1.08e-14,12
MBH,8.454239999999986,1.230210911613085,110171319.4464885,736.8840101765163,-180170872.8328881,-0.135111910780259,-0.3723568227492051,0.0,0.0,,,,,,,0,0.0,0.0,0.0,22
BM4,8.503022222222208,983.489893374304,128169248.2950808,-20788.33461988709,-191024449.4393476,1.649635297781187,0.3093903641172244,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.55180444444443,4507.684405278416,149641132.6605661,-44359.17591591322,-206406103.5502874,3.43786764758221,1.003613382929808,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.600586666666652,10549.1557968357,172768089.4918202,-67551.34160880737,-221783280.1144225,5.240895002561607,1.633089530891776,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.649368888888874,19026.12442317078,197526929.2468872,-90190.41372744966,-237142928.4599983,7.051844133552861,2.196660715792465,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.698151111111097,29820.19658718076,223888925.3022889,-112108.0809442263,-252472049.0464522,8.863819468273821,2.693418191565188,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.746933333333319,42778.71146433619,251819956.1820693,-133144.2494616784,-267757742.7732945,10.66995838340728,3.122705759295357,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.79571555555554,57717.79843718511,281280689.6549674,-153149.004101477,-282987259.5650443,12.4634858501229,3.484120945776312,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.844497777777763,74426.05862418957,312226806.6886883,-171984.3823507539,-298148045.8468431,14.23776768784878,3.777514164170932,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.893279999999985,92668.7672237812,344609262.724292,-189525.9291650172,-313227790.5398217,15.98636171241499,4.002985888817658,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.942062222222207,112192.4800249738,378374583.2546978,-205664.0061978177,-328214469.2247101,17.70306611050535,4.160881902815046,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,8.990844444444429,132729.9184926475,413465190.2685634,-220304.8356107289,-343096386.1461577,19.38196443129265,4.251786702189322,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.039626666666653,154005.0034444788,449819755.7621535,-233371.2654808233,-357862213.758302,21.01746665646328,4.2765151637001,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.088408888888871,175737.907512111,487373578.2333652,-244803.2508272614,-372501029.5437234,22.60434588953237,4.236102604233928,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.137191111111097,197650.0011325933,526058977.8580606,-254558.051187993,-387002349.8724432,24.13777029217191,4.131793377907549,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.185973333333315,219468.5753733588,565805705.9115567,-262610.1522697334,-401356160.7044001,25.61332998684639,3.965028172164685,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.23475555555554,240931.2369240423,606541363.9379228,-268950.9252697687,-415552944.9771931,27.02705873895845,3.737430176097661,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.28353777777776,261789.8854383746,648191828.1850985,-273588.042857254,-429583706.5601106,28.375450325565,3.450790302841074,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
BM4,9.332319999999983,281814.2003442259,690701570.2200227,-276544.6753704409,-267318458.4718959,34.42231171120201,3.107051653137267,0.0,0.0,,,,,,,0,0.0,0.0,0.0,3
ML,9.332319999999983,281814.2003442259,690701570.2200227,-276544.6753704409,-267318458.4718959,34.42231171120201,3.107051653137267,0.0,0.0,,,,,,,0,0.0,0.0,0.0,24
LM4L7,9.380319999999983,308987.7341454825,716602511.3172866,-289570.6121557405,-272284481.054438,36.03682393248192,1.951583286389659,0.0,0.0,,,,,,,0,0.0,0.0,0.0,19
LM4L7,9.428319999999983,337411.757878128,742980190.5824746,-302596.5489410401,-277250503.6369801,37.65133615376183,0.7961149196420503,0.0,0.0,,,,,,,0,0.0,0.0,0.0,19
LM4L7,9.476319999999983,367086.2715421622,769834608.0155866,-315622.4857263397,-282216526.2195222,39.26584837504174,-0.3593534471055582,0.0,0.0,,,,,,,0,0.0,0.0,0.0,19
LM4L7,9.524319999999983,398011.2751375852,797165763.6166227,-328648.4225116394,-287182548.8020644,40.88036059632165,-1.514821813853167,0.0,0.0,,,,,,,0,0.0,0.0,0.0,19
LM4L7,9.572319999999984,430186.768664397,824973657.3855828,-341674.359296939,-292148571.3846065,42.49487281760156,-2.670290180600775,0.0,0.0,,,,,,,0,0.0,0.0,0.0,19
Q1L7,9.617319999999983,443467.4186255671,886060000.3523695,50543.79858036967,-1083602329.799834,43.15719250562498,-3.843839067570709,0.0,0.0,,,,,,,0,0.0,0.0,0.0,32
Q1L7,9.662319999999983,421332.5457311985,1025331206.066931,434683.8051866784,-2052982338.15168,42.11029621717019,-5.232792950547432,0.0,0.0,,,,,,,0,0.0,0.0,0.0,32
Q1L7,9.707319999999983,367319.8510767233,1265655445.513654,749350.5701297532,-3359459673.233077,39.39499684553743,-6.898077639861969,0.0,0.0,,,,,,,0,0.0,0.0,0.0,32
Q1L7,9.752319999999983,290061.9014701025,1646493681.00103,944252.5482831546,-5217556403.210083,35.11818585442749,-8.914436184361787,0.0,0.0,,,,,,,0,0.0,0.0,0.0,32
LL7L8,9.79898666666665,208625.8716445075,2169472683.279726,800805.2336938829,-5989136502.761972,29.92659815562235,-11.21759543078956,0.0,0.0,,,,,,,0,0.0,0.0,0.0,13
LL7L8,9.845653333333315,140578.2578472444,2764465828.183265,657357.9191046113,-6760716602.313862,24.73501045681721,-13.52075467721734,0.0,0.0,,,,,,,0,0.0,0.0,0.0,13
LL7L8,9.892319999999984,85919.06007831334,3431473115.711647,513910.6045153396,-7532296701.865751,19.54342275801207,-15.82391392364511,0.0,0.0,,,,,,,0,0.0,0.0,0.0,13
Q1L4,9.937319999999984,46777.21810396323,4083186058.063174,360367.915149083,-6875804555.512207,14.67320001738812,-17.89478769627118,0.0,0.0,,,,,,,0,0.0,0.0,0.0,31
Q1L4,9.982319999999984,20384.9239595779,4656452462.709509,229134.6399483979,-5797996851.276797,10.02660304130656,-19.64260648583214,0.0,0.0,,,,,,,0,0.0,0.0,0.0,31
Q1L4,10.02731999999998,5108.30127577218,5116145377.867987,112086.4777042124,-4364916355.578075,5.533609989362793,-21.03724239536563,0.0,0.0,,,,,,,0,0.0,0.0,0.0,31
Q1L4,10.07231999999998,1.615184992178911,5434097077.792377,1977.2896259954,-2664375207.876998,1.126552081747446,-22.05478486939062,0.0,0.0,,,,,,,0,0.0,0.0,0.0,31
LDB,10.12588666666665,6735.347838269358,5723288932.804805,-127684.8064886683,-2734352639.274748,-4.094725289277324,-23.03406065689832,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,10.17945333333332,27360.21305529751,6019977703.300979,-257346.902603332,-2804330070.672497,-9.316002660302097,-24.01333644440601,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,10.23301999999998,61876.21083607664,6324163389.280898,-387008.9987179957,-2874307502.070247,-14.53728003132687,-24.9926122319137,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,10.28658666666665,110283.3411806067,6635845990.744563,-516671.0948326594,-2944284933.467996,-19.75855740235163,-25.97188801942139,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,10.34015333333332,172581.6040888878,6955025507.691974,-646333.1909473231,-3014262364.865746,-24.9798347733764,-26.95116380692908,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,10.39371999999998,248770.9995609198,7281701940.12313,-775995.2870619869,-3084239796.263495,-30.20111214440117,-27.93043959443678,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
MA,10.39371999999998,248770.9995609198,7281701940.12313,-775995.2870619869,-3084239796.263495,-30.20111214440117,-27.93043959443678,0.0,0.0,,,,,,,0,0.0,0.0,0.0,20
RFCAVITY_D,10.42869999999998,306021.4498123974,7499073822.127258,-860666.9827191657,-3129936325.563327,-33.61070080171948,-28.5699243871568,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.46367999999998,369195.5358273708,7719642647.288341,-945338.6829897874,-3175632857.352992,-37.02028964463111,-29.20940921485748,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.49865999999998,438293.2585796998,7943408416.256668,-1030010.38784554,-3221329391.617208,-40.42987867199594,-29.84889407732499,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.53363999999998,513314.6190472058,8170371129.684668,-1114682.09725811,-3267025928.340697,-43.83946788267389,-30.48837897434549,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.56861999999998,594259.6182116717,8400530788.226905,-1199353.811199185,-3312722467.508179,-47.24905727552487,-31.12786390570515,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.60359999999998,681128.2570588422,8633887392.540083,-1284025.529640453,-3358419009.104373,-50.65864684940876,-31.76734887119014,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.63857999999998,773920.5365784236,8870440943.283047,-1368697.252553602,-3404115553.113999,-54.06823660318548,-32.40683387058663,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.67355999999998,872636.4577640832,9110191441.116776,-1453368.979910319,-3449812099.521778,-57.47782653571491,-33.04631890368079,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.70853999999998,977276.0216134504,9353138886.704388,-1538040.71168229,-3495508648.312428,-60.88741664585697,-33.6858039702588,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.74351999999998,1087839.229128116,9599283280.711138,-1622712.447841204,-3541205199.470672,-64.29700693247156,-34.32528907010681,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.77849999999997,1204326.081313631,9848624623.80442,-1707384.188358749,-3586901752.981227,-67.70659739441857,-34.96477420301099,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.81347999999997,1326736.579179511,10101162916.65377,-1792055.933206611,-3632598308.828815,-71.1161880305579,-35.60425936875752,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.84845999999997,1455070.723739231,10356898159.93085,-1876727.682356478,-3678294866.998155,-74.52577883974945,-36.24374456713256,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.88343999999997,1589328.516010228,10615830354.30948,-1961399.435780038,-3723991427.473967,-77.93536982085313,-36.88322979792228,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.91841999999997,1729509.9570139,10877959500.46559,-2046071.193448977,-3769687990.240972,-81.34496097272881,-37.52271506091286,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.95339999999997,1875615.047775608,11143285599.07728,-2130742.955334983,-3815384555.283888,-84.75455229423643,-38.16220035589046,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,10.98837999999997,2027643.789324672,11411808650.82476,-2215414.721409745,-3861081122.587437,-88.16414378423586,-38.80168568264124,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.02335999999997,2185596.182694376,11683528656.3904,-2300086.491644947,-3906777692.136337,-91.573735441587,-39.44117104095137,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.05833999999997,2349472.228921966,11958445616.4587,-2384758.26601228,-3952474263.915309,-94.98332726514975,-40.08065643060704,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.09331999999997,2519271.929048645,12236559531.71628,-2469430.044483429,-3998170837.909073,-98.39291925378404,-40.72014185139439,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.12829999999997,2694995.284119583,12517870402.85193,-2554101.827030082,-4043867414.102349,-101.8025114063497,-41.3596273030996,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.16327999999996,2876642.295183909,12802378230.55655,-2638773.613623926,-4089563992.479856,-105.2121037217067,-41.99911278550884,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.19825999999996,3064212.963294714,13090083015.52321,-2723445.404236649,-4135260573.026316,-108.6216961987149,-42.63859829840828,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.23323999999996,3257707.289509051,13380984758.44707,-2808117.198839938,-4180957155.726447,-112.0312888362341,-43.27808384158409,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.26821999999996,3457125.274887932,13675083460.02548,-2892788.997405481,-4226653740.564969,-115.4408816331244,-43.91756941482243,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.30319999999996,3662466.920496334,13972379120.95789,-2977460.799904964,-4272350327.526602,-118.8504745882455,-44.55705501790947,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.33817999999996,3873732.227403194,14272871741.94591,-3062132.606310076,-4318046916.596066,-122.2600677004575,-45.19654065063138,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.37315999999996,4090921.19668141,14576561323.69328,-3146804.416592504,-4363743507.758082,-125.6696609686201,-45.83602631277432,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.40813999999996,4314033.829407841,14883447866.90588,-3231476.230723934,-4409440100.99737,-129.0792543915933,-46.47551200412448,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.44311999999996,4543070.126663312,15193531372.29172,-3316148.048676054,-4455136696.298648,-132.4888479682369,-47.114997724468,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.47809999999996,4778030.089532604,15506811840.56096,-3400819.870420551,-4500833293.646637,-135.8984416974109,-47.75448347359106,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.51307999999996,5018913.719104461,15823289272.42588,-3485491.695929113,-4546529893.026057,-139.3080355779752,-48.39396925127983,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.54805999999996,5265721.016471591,16142963668.60093,-3570163.525173426,-4592226494.421628,-142.7176296087896,-49.03345505732047,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.58303999999995,5518451.98273066,16465835029.80266,-3654835.358125179,-4637923097.818069,-146.127223788714,-49.67294089149916,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
