ElementName,s,betax,betay,alphax,alphay,etax,etay,xAperture,yAperture,xmin,xmax,ymin,ymax,sigma_x,sigma_y,Particles,Cx,Cy,Charge,ElementCodes
RFCAVITY_D,11.61801999999995,5777106.618982298,16791903356.74979,-3739507.194756058,-4683619703.200101,-149.5368181166084,-50.31242675360206,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.65299999999995,6041684.926331096,17121168650.16316,-3824179.03503775,-4729316310.552443,-152.9464125913327,-50.95191264341534,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.68797999999995,6312186.905885607,17453630910.76575,-3908850.878941945,-4775012919.859815,-156.3560072117466,-51.59139856072517,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.72295999999995,6588612.558758345,17789290139.28269,-3993522.726440327,-4820709531.106936,-159.7656019767102,-52.23088450531771,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.75793999999995,6870961.886065784,18128146336.44122,-4078194.577504585,-4866406144.278528,-163.1751968850832,-52.87037047697913,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.79291999999995,7159234.888928362,18470199502.97075,-4162866.432106405,-4912102759.35931,-166.5847919357257,-53.5098564754956,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.82789999999995,7453431.568470478,18815449639.60281,-4247538.290217476,-4957799376.334002,-169.9943871274975,-54.14934250065328,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.86287999999995,7753551.925820492,19163896747.07107,-4332210.151809484,-5003495995.187323,-173.4039824592584,-54.78882855223834,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
RFCAVITY_D,11.89785999999995,8059595.962110725,19515540826.11135,-4416882.016854116,-5049192615.903994,-176.8135779298684,-55.42831463003695,0.0,0.0,,,,,,,0,0.0,0.0,0.0,34
ML,11.89785999999995,8059595.962110725,19515540826.11135,-4416882.016854116,-5049192615.903994,-176.8135779298684,-55.42831463003695,0.0,0.0,,,,,,,0,0.0,0.0,0.0,24
LDB,11.95142666666661,8539736.820367068,20060226118.66468,-4546544.086251209,-5119170032.882519,-182.0348542130119,-56.40759022481555,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,12.00499333333328,9033768.80832482,20612408325.15698,-4676206.155648303,-5189147449.861044,-187.2561304961554,-57.38686581959415,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,12.05855999999995,9541691.925983978,21172087445.58824,-4805868.225045397,-5259124866.839569,-192.4774067792988,-58.36614141437275,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,12.11212666666661,10063506.17334455,21739263479.95847,-4935530.294442491,-5329102283.818094,-197.6986830624423,-59.34541700915135,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,12.16569333333328,10599211.55040652,22313936428.26766,-5065192.363839584,-5399079700.796619,-202.9199593455857,-60.32469260392995,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
LDB,12.21925999999995,11148808.05716991,22896106290.51582,-5194854.433236678,-5469057117.775145,-208.1412356287292,-61.30396819870855,0.0,0.0,,,,,,,0,0.0,0.0,0.0,4
Q1L9,12.26425999999995,10560019.07002259,25580291755.51958,17863145.39094057,-56003634833.16417,-202.6510041471773,-64.93369515288751,0.0,0.0,,,,,,,0,0.0,0.0,0.0,33
Q1L9,12.30925999999995,8135204.614010177,33599905601.86644,34308779.8959799,-127659997195.8091,-177.8481902276661,-74.42341498626794,0.0,0.0,,,,,,,0,0.0,0.0,0.0,33
Q1L9,12.35425999999995,4771953.476738493,49979547163.5336,38054400.97330743,-247463358889.3333,-136.0758931726176,-90.6346875079472,0.0,0.0,,,,,,,0,0.0,0.0,0.0,33
Q1L9,12.39925999999995,1715233.70235306,80896802282.85822,27713499.4517604,-460597587233.1744,-81.29630688671162,-115.0358287227117,0.0,0.0,,,,,,,0,0.0,0.0,0.0,33
LL9L10,12.44592666666661,103793.9514771072,129597086165.4198,6817352.35272431,-582979924536.0033,-19.39871783289154,-145.2269629332462,0.0,0.0,,,,,,,0,0.0,0.0,0.0,14
LL9L10,12.49259333333328,442661.2631778552,189719721529.5788,-14078794.74631177,-705362261838.8323,42.49887122092854,-175.4180971437807,0.0,0.0,,,,,,,0,0.0,0.0,0.0,14
LL9L10,12.53925999999995,2731835.637455303,261264708375.3352,-34974941.84534784,-827744599141.6613,104.3964602747486,-205.6092313543152,0.0,0.0,,,,,,,0,0.0,0.0,0.0,14
Q1L10,12.58425999999995,7912808.092347444,273557535693.6329,-88253949.05968152,575616238374.4843,177.7620788335572,-211.3309401683543,0.0,0.0,,,,,,,0,0.0,0.0,0.0,28
Q1L10,12.62925999999995,20899667.70327565,173073493200.5822,-220637155.8684801,1485331683615.888,289.6409985153558,-169.9971145817621,0.0,0.0,,,,,,,0,0.0,0.0,0.0,28
Q1L10,12.67425999999995,53332858.27716168,45987155668.27754,-550782908.1694078,1121234660176.303,464.2287898460293,-90.55159429878454,0.0,0.0,,,,,,,0,0.0,0.0,0.0,28
Q1L10,12.71925999999995,134283051.5287298,1287083115.55601,-1374609017.72652,-204427181548.8231,739.2974161716439,9.523883291286872,0.0,0.0,,,,,,,0,0.0,0.0,0.0,28
LL10M5,12.76925999999995,306922442.509508,102902633177.9223,-2078178801.889043,-1827883819698.502,1118.408199217755,124.2800710021533,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,12.81925999999995,549918811.9065385,366863847055.2565,-2781748586.051566,-3451340457848.181,1497.518982263867,239.0362587130197,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,12.86925999999995,863272159.7198213,793170724747.5586,-3485318370.214088,-5074797095997.859,1876.629765309978,353.7924464238861,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,12.91925999999995,1246982485.949356,1381823266254.828,-4188888154.376611,-6698253734147.538,2255.74054835609,468.5486341347525,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,12.96925999999995,1701049790.595144,2132821471577.066,-4892457938.539134,-8321710372297.217,2634.851331402201,583.304821845619,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.01925999999995,2225474073.657183,3046165340714.272,-5596027722.701656,-9945167010446.896,3013.962114448313,698.0610095564855,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.06925999999995,2820255335.135475,4121854873666.445,-6299597506.864179,-11568623648596.57,3393.072897494424,812.817197267352,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.11925999999995,3485393575.030019,5359890070433.587,-7003167291.026701,-13192080286746.25,3772.183680540536,927.5733849782184,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.16925999999995,4220888793.340816,6760270931015.696,-7706737075.189223,-14815536924895.93,4151.294463586647,1042.329572689085,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.21925999999995,5026740990.067863,8322997455412.773,-8410306859.351746,-16438993563045.61,4530.405246632758,1157.085760399951,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.26925999999995,5902950165.211164,10048069643624.82,-9113876643.514269,-18062450201195.28,4909.51602967887,1271.841948110818,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.31925999999996,6849516318.770718,11935487495651.83,-9817446427.676792,-19685906839344.96,5288.626812724981,1386.598135821684,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.36925999999996,7866439450.746523,13985251011493.81,-10521016211.83932,-21309363477494.63,5667.737595771093,1501.354323532551,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.41925999999996,8953719561.13858,16197360191150.76,-11224585996.00184,-22932820115644.31,6046.848378817204,1616.110511243417,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.46925999999996,10111356649.94689,18571815034622.68,-11928155780.16436,-24556276753793.98,6425.959161863316,1730.866698954284,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.51925999999996,11339350717.17145,21108615541909.56,-12631725564.32689,-26179733391943.66,6805.069944909427,1845.62288666515,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.56925999999996,12637701762.81227,23807761713011.41,-13335295348.48941,-27803190030093.34,7184.180727955539,1960.379074376017,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.61925999999996,14006409786.86933,26669253547928.23,-14038865132.65193,-29426646668243.01,7563.29151100165,2075.135262086883,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.66925999999996,15445474789.34265,29693091046660.01,-14742434916.81446,-31050103306392.69,7942.402294047762,2189.891449797749,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
LL10M5,13.71925999999996,16954896770.23222,32879274209206.77,-15446004700.97698,-32673559944542.36,8321.513077093874,2304.647637508616,0.0,0.0,,,,,,,0,0.0,0.0,0.0,6
MBV,13.71925999999996,16954896770.23222,32879274209206.77,-15446004700.97698,-32673559944542.36,8321.513077093874,2304.647637508616,0.0,0.0,,,,,,,0,0.0,0.0,0.0,23
W3,13.71925999999996,16954896770.23222,32879274209206.77,-15446004700.97698,-32673559944542.36,8321.513077093874,2304.647637508616,0.0,0.0,,,,,,,0,0.0,0.0,0.0,37
