s,betax,betay,alphax,alphay,etax,etay,xAperture,yAperture,xmin,xmax,ymin,ymax,sigma_x,sigma_y,Particles,p,Cx,Cy,Charge,Temp
2.701413333333332,0.1864321071239353,2.345913184349044,-0.4758998051648199,-1.460391263863255,0.4712698329531869,-0.0010524743792198,24.93533224225392,24.07317576114966,-24.95851552883191,24.98829151857447,-6.017828206568159,12.72189028858231,12.65197362057717,2.438133332493651,40448,400.0007358134867,0.2132710650646066,2.928951598893831,4.3683839999999997e-10,16
2.752246666666665,0.2518147936627844,2.497837018079777,-0.8103169792059818,-1.528274317724958,0.5072176213011084,-0.0010696365355878,24.930537952544015,24.041575746014928,-24.970437692543214,24.98620089817306,-5.677304632221222,13.31104755146717,12.86236214136631,2.511416047919577,38805,400.0007358134867,0.1669354146124599,3.1281007151203792,4.19094e-10,16
2.803079999999998,0.3511965595624849,2.656662295619785,-1.144734153247144,-1.596157371586661,0.5431654096490298,-0.0010867986919558,24.9257036501611,24.00997521181619,-24.99048357394052,24.98822510866959,-5.77506112254147,13.90020481435203,13.01997960349266,2.585251562820582,37174,400.0007358134867,0.1527378306774656,3.3244284392219208,4.014792e-10,16
2.848079999999998,0.4590057322114112,2.859147682064473,-1.234831989507652,-2.933849766333674,0.5693899111295635,-0.0011232170063693,24.9215391808402,23.97186702640372,-24.99714771431906,24.99647095578637,-5.692954184934811,14.567622545766898,13.12740394871117,2.677358556838188,36052,400.0007358134867,0.1277846734807337,3.53776508822815,3.893616e-10,29
2.893079999999998,0.5704778051275756,3.191913437721777,-1.225581758752758,-4.510792411805984,0.5841025542179099,-0.0012033075690158,24.91757626544019,23.91290779927606,-24.97764823934085,24.99213935148108,-5.967325074519219,15.537011018584687,13.12379171364529,2.826114097902064,35310,400.0007358134867,0.0940340964904739,3.818889840656746,3.8134799999999996e-10,29
2.938079999999998,0.6766443234405818,3.682096020425149,-1.117727685745632,-6.455582186970624,0.5870058807095176,-0.0013298928412111,24.91364067067508,23.83190193305307,-24.95067456653736,24.988175696470208,-6.364925906288788,16.828464590447652,13.089831491048727,3.032512059072043,35085,400.0007358134867,0.0594878398498671,4.174586432305596,3.78918e-10,29
2.983079999999998,0.768963689211784,4.369668951368046,-0.919947140172224,-8.926813252529147,0.5780411917684902,-0.0015071864006041,24.90943920066589,23.72720635506206,-24.99053626825722,24.80738445734529,-6.893967450376781,18.468753673221,12.88936444706832,3.300734222811036,35070,400.0007358134867,-0.0038962035816543,4.618684254928318,3.7875599999999996e-10,29
3.033913333333331,0.8686959694664897,5.324943588432864,-1.041999356641659,-9.865474689729552,0.561256958539353,-0.0017381080771359,24.90404159953606,23.5948065385087,-24.74006275065431,24.42340675832153,-7.569674695073452,20.53078557963406,12.52024772650199,3.6397919426192566,35060,400.0007358134867,-0.0769556964970997,5.171404578957758,3.7864799999999996e-10,8
3.084746666666665,0.9808368917289212,6.375648804946389,-1.164051573111094,-10.80413612692995,0.5444727253102157,-0.0019690297536676,24.89793942758608,23.46240660584016,-24.48958923305139,24.12499115764401,-8.245381939770123,21.09694954912679,12.15099691170443,3.976047178749659,35041,400.0007358134867,-0.1455717363216321,5.721258893451478,3.784428e-10,8
3.135579999999998,1.105386455999079,7.521784600908622,-1.286103789580529,-11.74279756413036,0.5276884920810785,-0.0021999514301994,24.891132023357308,23.33000655705651,-24.23911571544848,23.8265755569665,-8.921089184466792,22.39417600953716,11.78044522446203,4.309520370536749,35009,400.0007358134867,-0.2101956092705303,6.267115866090021,3.780972e-10,8
